title,console,brand,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,eu_sales,pal_sales,other_sales,release_date,decade
Avatar: The Last Airbender,GC,Nintendo,Adventure,THQ,Unknown,,0.5,0.39,0.0,0.1,0.0,0.01,2006,2000
Hitman: Blood Money,PS2,Sony,Action,Eidos Interactive,Unknown,,0.5,0.25,0.0,0.19,0.0,0.06,2006,2000
Sonic Riders,PS2,Sony,Racing,Sega,Unknown,,0.5,0.42,0.0,0.02,0.0,0.07,2006,2000
Tiger Woods PGA Tour 07,PS3,Sony,Sports,Electronic Arts,Unknown,,0.5,0.31,0.0,0.12,0.0,0.07,2006,2000
Madden NFL 07,Wii,Nintendo,Sports,Electronic Arts,Unknown,,0.5,0.46,0.0,0.0,0.0,0.04,2006,2000
Nicktoons: Attack of the Toybots,PS2,Sony,Platform,THQ,Unknown,,0.5,0.24,0.0,0.19,0.0,0.06,2007,2000
Tomb Raider: Anniversary,PS2,Sony,Action,Eidos Interactive,Unknown,,0.5,0.41,0.0,0.02,0.0,0.07,2007,2000
Boogie,Wii,Nintendo,Misc,Electronic Arts,Unknown,,0.5,0.43,0.0,0.03,0.0,0.04,2007,2000
Dance Dance Revolution Universe 2,X360,Microsoft,Simulation,Konami Digital Entertainment,Unknown,,0.5,0.46,0.0,0.01,0.0,0.04,2007,2000
NBA Street Homecourt,X360,Microsoft,Sports,Electronic Arts,Unknown,,0.5,0.45,0.0,0.01,0.0,0.04,2007,2000
The Price is Right,DS,Nintendo,Misc,Ubisoft,Unknown,,0.5,0.46,0.0,0.0,0.0,0.04,2008,2000
Crash: Mind Over Mutant,PS2,Sony,Platform,Vivendi Games,Unknown,,0.5,0.25,0.0,0.19,0.0,0.06,2008,2000
Disney Sing It,PS2,Sony,Misc,Disney Interactive Studios,Unknown,,0.5,0.25,0.0,0.19,0.0,0.06,2008,2000
Super Robot Taisen Z,PS2,Sony,Strategy,Namco Bandai Games,Unknown,,0.5,0.0,0.5,0.0,0.0,0.0,2008,2000
Dynasty Warriors: Gundam 2,PS3,Sony,Action,Namco Bandai Games,Unknown,,0.5,0.09,0.32,0.07,0.0,0.03,2008,2000
NHL 09,X360,Microsoft,Sports,Electronic Arts,Unknown,,0.5,0.45,0.0,0.01,0.0,0.04,2008,2000
Atelier Rorona: Alchemist of Arland,PS3,Sony,Role-Playing,Nippon Ichi Software,Unknown,,0.5,0.22,0.11,0.12,0.0,0.05,2009,2000
The Saboteur,PS3,Sony,Action,Electronic Arts,Unknown,,0.5,0.2,0.0,0.22,0.0,0.08,2009,2000
Dreamworks Madagascar Kartz,Wii,Nintendo,Racing,Activision,Unknown,,0.5,0.29,0.0,0.16,0.0,0.05,2009,2000
Alice in Wonderland,DS,Nintendo,Adventure,Disney Interactive Studios,Unknown,,0.5,0.27,0.0,0.18,0.0,0.05,2010,2010
Madden NFL 11,PS2,Sony,Sports,Electronic Arts,Unknown,,0.5,0.41,0.0,0.02,0.0,0.07,2010,2010
Babysitting Mama,Wii,Nintendo,Simulation,505 Games,Unknown,,0.5,0.34,0.0,0.12,0.0,0.04,2010,2010
Ridge Racer 3D,3DS,Nintendo,Racing,Namco Bandai Games,Unknown,,0.5,0.19,0.12,0.15,0.0,0.03,2011,2010
Bleach: Soul Resurreccion,PS3,Sony,Fighting,Nippon Ichi Software,Unknown,,0.5,0.27,0.07,0.11,0.0,0.05,2011,2010
Monster Hunter Freedom 2,PS3,Sony,Role-Playing,Capcom,Unknown,,0.5,0.0,0.5,0.0,0.0,0.0,2011,2010
Fortune Street,Wii,Nintendo,Misc,Nintendo,Unknown,,0.5,0.27,0.17,0.04,0.0,0.02,2011,2010
Alice: Madness Returns,X360,Microsoft,Adventure,Electronic Arts,Unknown,,0.5,0.27,0.04,0.15,0.0,0.04,2011,2010
Cars 2,X360,Microsoft,Racing,Disney Interactive Studios,Unknown,,0.5,0.28,0.0,0.17,0.0,0.05,2011,2010
Pro Evolution Soccer 2012,X360,Microsoft,Action,Konami Digital Entertainment,Unknown,,0.5,0.1,0.0,0.34,0.0,0.07,2011,2010
Theatrhythm: Final Fantasy,3DS,Nintendo,Misc,Square Enix,Unknown,,0.5,0.22,0.18,0.07,0.0,0.02,2012,2010
Epic Mickey 2: The Power of Two,PS3,Sony,Action,Disney Interactive Studios,Unknown,,0.5,0.21,0.0,0.2,0.0,0.08,2012,2010
F1 2012,X360,Microsoft,Racing,Codemasters,Unknown,,0.5,0.1,0.0,0.35,0.0,0.06,2012,2010
Major League Baseball 2K12,X360,Microsoft,Sports,Take-Two Interactive,Unknown,,0.5,0.47,0.0,0.0,0.0,0.03,2012,2010
FIFA 14,PSV,Sony,Sports,Electronic Arts,Unknown,,0.5,0.11,0.01,0.25,0.0,0.13,2013,2010
Metal Gear Rising: Revengeance,X360,Microsoft,Action,Konami Digital Entertainment,Unknown,,0.5,0.29,0.0,0.16,0.0,0.04,2013,2010
LEGO The Hobbit,X360,Microsoft,Action,Warner Bros. Interactive Entertainment,Unknown,,0.5,0.2,0.0,0.26,0.0,0.04,2014,2010
The Evil Within,X360,Microsoft,Action,Bethesda Softworks,Unknown,,0.5,0.25,0.01,0.2,0.0,0.04,2014,2010
Alien: Isolation,XOne,Microsoft,Shooter,Sega,Unknown,,0.5,0.22,0.0,0.24,0.0,0.04,2014,2010
WWE 2K16,X360,Microsoft,Sports,Take-Two Interactive,Unknown,,0.5,0.27,0.0,0.19,0.0,0.04,2015,2010
Wet,X360,Microsoft,Shooter,Bethesda Softworks,Artificial Mind and Movement,6.9,0.5,0.23,0.01,0.0,0.21,0.05,2009,2000
Transformers: War for Cybertron,PS3,Sony,Action,Activision,High Moon Studios,7.8,0.5,0.24,0.0,0.0,0.18,0.07,2010,2010
Monster Hunter Portable 3rd HD Ver.,PS3,Sony,Role-Playing,Capcom,Capcom,,0.5,0.0,0.5,0.0,0.0,0.0,2011,2010
Sonic & Sega All-Stars Racing Transformed,PS3,Sony,Racing,Sega,Sumo Digital,,0.5,0.08,0.02,0.0,0.33,0.07,2012,2010
Pokémon Art Academy,3DS,Nintendo,Misc,Nintendo,Headstrong Games,7.8,0.5,0.18,0.17,0.0,0.12,0.03,2014,2010
Mad Max (2013),XOne,Microsoft,Action,Warner Bros. Interactive Entertainment,Avalanche Studios,,0.5,0.29,0.0,0.0,0.16,0.05,2015,2010
Attack on Titan,PS4,Sony,Action,Tecmo Koei,Omega Force,,0.5,0.08,0.12,0.0,0.24,0.06,2017,2010
Pro Evolution Soccer 2019,PS4,Sony,Sports,Konami,Konami,,0.5,0.06,0.15,0.0,0.23,0.05,2018,2010
Ice Hockey,2600,Atari,Sports,Activision,Unknown,,0.49,0.46,0.0,0.03,0.0,0.01,1980,1980
Mario & Wario,SNES,Nintendo,Puzzle,Nintendo,Unknown,,0.49,0.0,0.49,0.0,0.0,0.0,1993,1990
SimCity 2000,SNES,Nintendo,Simulation,THQ,Unknown,,0.49,0.0,0.49,0.0,0.0,0.0,1995,1990
FIFA Soccer 64,N64,Nintendo,Sports,Electronic Arts,Unknown,,0.49,0.16,0.0,0.3,0.0,0.03,1997,1990
J-League Pro Soccer Club wo Tsukurou! 2,SAT,Sega,Sports,Sega,Unknown,,0.49,0.0,0.49,0.0,0.0,0.0,1997,1990
Die Hard Trilogy 2: Viva Las Vegas,PS,Sony,Action,Fox Interactive,Unknown,,0.49,0.27,0.0,0.18,0.0,0.03,1999,1990
Crazy Taxi,GC,Nintendo,Racing,Acclaim Entertainment,Unknown,,0.49,0.36,0.02,0.09,0.0,0.01,2001,2000
One Piece: Grand Battle!,PS,Sony,Fighting,Atari,Unknown,,0.49,0.0,0.46,0.0,0.0,0.03,2001,2000
Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,PS2,Sony,Misc,Hudson Soft,Unknown,,0.49,0.0,0.49,0.0,0.0,0.0,2001,2000
WWE Wrestlemania X8,GC,Nintendo,Fighting,THQ,Unknown,,0.49,0.38,0.0,0.1,0.0,0.01,2002,2000
Pac-Man World 2,XB,Microsoft,Action,Namco Bandai Games,Unknown,,0.49,0.36,0.0,0.11,0.0,0.02,2002,2000
Power Rangers: Dino Thunder,GBA,Nintendo,Action,THQ,Unknown,,0.49,0.35,0.0,0.13,0.0,0.01,2003,2000
The Sims,GC,Nintendo,Simulation,Electronic Arts,Unknown,,0.49,0.35,0.0,0.13,0.0,0.01,2003,2000
Barbie Horse Adventures: Wild Horse Rescue,PS2,Sony,Sports,Universal Interactive,Unknown,,0.49,0.24,0.0,0.19,0.0,0.06,2003,2000
Spy Hunter 2,PS2,Sony,Racing,Midway Games,Unknown,,0.49,0.24,0.0,0.19,0.0,0.06,2003,2000
Taiko no Tatsujin: Appare Sandaime,PS2,Sony,Misc,Namco Bandai Games,Unknown,,0.49,0.0,0.49,0.0,0.0,0.0,2003,2000
Tony Hawk's Underground 2,GBA,Nintendo,Sports,Activision,Unknown,,0.49,0.35,0.0,0.13,0.0,0.01,2004,2000
Backyard Baseball,PS2,Sony,Sports,Atari,Unknown,,0.49,0.24,0.0,0.19,0.0,0.06,2004,2000
GoldenEye: Rogue Agent,XB,Microsoft,Shooter,Electronic Arts,Unknown,,0.49,0.34,0.0,0.13,0.0,0.02,2004,2000
Grandia III,PS2,Sony,Role-Playing,Square Enix,Unknown,,0.49,0.12,0.24,0.1,0.0,0.03,2005,2000
Tales of Legendia,PS2,Sony,Role-Playing,Namco Bandai Games,Unknown,,0.49,0.07,0.35,0.05,0.0,0.02,2005,2000
The Matrix: Path of Neo,PS2,Sony,Action,Atari,Unknown,,0.49,0.41,0.0,0.01,0.0,0.07,2005,2000
SpongeBob SquarePants: Creature from the Krusty Krab,DS,Nintendo,Platform,THQ,Unknown,,0.49,0.45,0.0,0.0,0.0,0.04,2006,2000
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,Sony,Shooter,Namco Bandai Games,Unknown,,0.49,0.0,0.49,0.0,0.0,0.0,2006,2000
Tony Hawk's Project 8,X360,Microsoft,Sports,Activision,Unknown,,0.49,0.44,0.0,0.02,0.0,0.04,2006,2000
Scarface: The World is Yours,XB,Microsoft,Action,Vivendi Games,Unknown,,0.49,0.37,0.0,0.11,0.0,0.02,2006,2000
Crash of the Titans,DS,Nintendo,Action,Vivendi Games,Unknown,,0.49,0.42,0.0,0.02,0.0,0.04,2007,2000
Cars Mater-National Championship,Wii,Nintendo,Racing,THQ,Unknown,,0.49,0.46,0.0,0.0,0.0,0.04,2007,2000
Harry Potter and the Order of the Phoenix,Wii,Nintendo,Action,Electronic Arts,Unknown,,0.49,0.38,0.0,0.06,0.0,0.04,2007,2000
FIFA Soccer 09,DS,Nintendo,Sports,Electronic Arts,Unknown,,0.49,0.12,0.0,0.31,0.0,0.06,2008,2000
Jake Power: Fireman,DS,Nintendo,Adventure,Ubisoft,Unknown,,0.49,0.08,0.0,0.35,0.0,0.06,2008,2000
Rayman Raving Rabbids: TV Party,DS,Nintendo,Misc,Ubisoft,Unknown,,0.49,0.44,0.0,0.01,0.0,0.04,2008,2000
Far Cry 2,PC,PC,Action,Ubisoft,Unknown,,0.49,0.01,0.0,0.45,0.0,0.03,2008,2000
Sniper: Art of Victory,PC,PC,Shooter,City Interactive,Unknown,,0.49,0.0,0.0,0.45,0.0,0.03,2008,2000
Football Manager Handheld 2009,PSP,Sony,Sports,Sega,Unknown,,0.49,0.0,0.0,0.47,0.0,0.02,2008,2000
Ultimate I Spy,Wii,Nintendo,Adventure,Scholastic Inc.,Unknown,,0.49,0.45,0.0,0.0,0.0,0.03,2008,2000
Alone in the Dark,X360,Microsoft,Adventure,Atari,Unknown,,0.49,0.14,0.0,0.3,0.0,0.05,2008,2000
Dragon Ball Z: Burst Limit,X360,Microsoft,Fighting,Atari,Unknown,,0.49,0.24,0.03,0.18,0.0,0.05,2008,2000
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS2,Sony,Shooter,Activision,Unknown,,0.49,0.25,0.0,0.01,0.0,0.22,2009,2000
WipEout Pulse,PS2,Sony,Racing,Sony Computer Entertainment,Unknown,,0.49,0.0,0.0,0.15,0.0,0.33,2009,2000
F.E.A.R. 2: Project Origin,PS3,Sony,Shooter,Warner Bros. Interactive Entertainment,Unknown,,0.49,0.19,0.01,0.21,0.0,0.08,2009,2000
Bass Pro Shops: The Strike,Wii,Nintendo,Sports,XS Games,Unknown,,0.49,0.45,0.0,0.0,0.0,0.03,2009,2000
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Wii,Nintendo,Shooter,Activision,Unknown,,0.49,0.24,0.0,0.2,0.0,0.05,2009,2000
Bakugan Battle Brawlers: Defenders of the Core,DS,Nintendo,Action,Activision,Unknown,,0.49,0.42,0.02,0.02,0.0,0.03,2010,2010
Medal of Honor,PC,PC,Shooter,Electronic Arts,Unknown,,0.49,0.2,0.0,0.23,0.0,0.07,2010,2010
Kane & Lynch 2: Dog Days,X360,Microsoft,Shooter,Square Enix,Unknown,,0.49,0.2,0.01,0.23,0.0,0.05,2010,2010
Asphalt 3D,3DS,Nintendo,Racing,Ubisoft,Unknown,,0.49,0.27,0.02,0.16,0.0,0.04,2011,2010
Resident Evil: The Mercenaries 3D,3DS,Nintendo,Action,Capcom,Unknown,,0.49,0.16,0.13,0.17,0.0,0.03,2011,2010
Steel Diver,3DS,Nintendo,Action,Nintendo,Unknown,,0.49,0.31,0.05,0.1,0.0,0.03,2011,2010
Super Monkey Ball 3D,3DS,Nintendo,Action,Sega,Unknown,,0.49,0.26,0.05,0.15,0.0,0.04,2011,2010
MotorStorm: Apocalypse,PS3,Sony,Racing,Sony Computer Entertainment,Unknown,,0.49,0.21,0.0,0.2,0.0,0.08,2011,2010
Ace Combat: Assault Horizon,X360,Microsoft,Action,Namco Bandai Games,Unknown,,0.49,0.3,0.03,0.12,0.0,0.04,2011,2010
Epic Mickey: Power of Illusion,3DS,Nintendo,Action,Disney Interactive Studios,Unknown,,0.49,0.36,0.04,0.04,0.0,0.04,2012,2010
Doom 3 BFG Edition,X360,Microsoft,Shooter,Bethesda Softworks,Unknown,,0.49,0.28,0.0,0.17,0.0,0.04,2012,2010
Lollipop Chainsaw,X360,Microsoft,Action,Warner Bros. Interactive Entertainment,Unknown,,0.49,0.31,0.02,0.13,0.0,0.04,2012,2010
Sonic Lost World,3DS,Nintendo,Platform,Sega,Unknown,,0.49,0.24,0.07,0.15,0.0,0.03,2013,2010
LEGO Marvel Super Heroes,DS,Nintendo,Action,Warner Bros. Interactive Entertainment,Unknown,,0.49,0.28,0.0,0.17,0.0,0.04,2013,2010
Terraria,PS3,Sony,Action,505 Games,Unknown,,0.49,0.07,0.09,0.26,0.0,0.07,2013,2010
Pokemon Art Academy,3DS,Nintendo,Misc,Nintendo,Unknown,,0.49,0.18,0.16,0.12,0.0,0.03,2014,2010
F1 2014,PS3,Sony,Racing,Codemasters,Unknown,,0.49,0.07,0.02,0.31,0.0,0.08,2014,2010
Lego Batman 3: Beyond Gotham,PSV,Sony,Action,Warner Bros. Interactive Entertainment,Unknown,,0.49,0.09,0.0,0.29,0.0,0.11,2014,2010
Battlefield: Hardline,PS3,Sony,Shooter,Electronic Arts,Unknown,,0.49,0.12,0.07,0.23,0.0,0.07,2015,2010
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS3,Sony,Action,Square Enix,Unknown,,0.49,0.0,0.49,0.0,0.0,0.0,2015,2010
Transformers: Revenge of the Fallen,PS2,Sony,Action,Activision,Krome Studios,,0.49,0.25,0.0,0.0,0.01,0.22,2009,2000
FIFA 13,WiiU,Nintendo,Sports,EA Sports,EA Canada,7.0,0.49,0.18,0.0,0.0,0.28,0.04,2012,2010
Hyrule Warriors Legends,3DS,Nintendo,Action,Nintendo,Omega Force,,0.49,0.17,0.12,0.0,0.16,0.03,2016,2010
Story of Seasons: Trio of Towns,3DS,Nintendo,Simulation,Marvelous Interactive,Marvelous Entertainment,7.9,0.49,0.19,0.22,0.0,0.06,0.03,2017,2010
DiRT 4,PS4,Sony,Racing,Deep Silver,Codemasters,8.6,0.49,0.1,0.02,0.0,0.3,0.07,2017,2010
Grand Prix,2600,Atari,Racing,Activision,Unknown,,0.48,0.45,0.0,0.03,0.0,0.0,1981,1980
Millipede,2600,Atari,Shooter,Atari,Unknown,,0.48,0.45,0.0,0.03,0.0,0.01,1983,1980
The Legend of the Mystical Ninja,SNES,Nintendo,Adventure,Konami Digital Entertainment,Unknown,,0.48,0.0,0.48,0.0,0.0,0.0,1991,1990
All-Star Baseball 99,N64,Nintendo,Sports,Acclaim Entertainment,Unknown,,0.48,0.44,0.0,0.04,0.0,0.0,1998,1990
Wu-Tang: Shaolin Style,PS,Sony,Fighting,Activision,Unknown,,0.48,0.27,0.0,0.18,0.0,0.03,1998,1990
Harvest Moon 64,N64,Nintendo,Simulation,Pack In Soft,Unknown,,0.48,0.25,0.11,0.06,0.0,0.06,1999,1990
ECW Hardcore Revolution,PS,Sony,Fighting,Acclaim Entertainment,Unknown,,0.48,0.27,0.0,0.18,0.0,0.03,1999,1990
NFL Xtreme 2,PS,Sony,Sports,989 Studios,Unknown,,0.48,0.27,0.0,0.18,0.0,0.03,1999,1990
Vigilante 8: 2nd Offense,PS,Sony,Racing,Activision,Unknown,,0.48,0.27,0.0,0.18,0.0,0.03,1999,1990
Yu-Gi-Oh! Forbidden Memories (JP sales),PS,Sony,Role-Playing,Konami Digital Entertainment,Unknown,,0.48,0.0,0.45,0.0,0.0,0.03,1999,1990
Theme Park Roller Coaster,PS2,Sony,Strategy,Electronic Arts,Unknown,,0.48,0.23,0.0,0.18,0.0,0.06,2000,2000
Midnight Club: Street Racing,GBA,Nintendo,Racing,Rebellion,Unknown,,0.48,0.34,0.0,0.13,0.0,0.01,2001,2000
World of Outlaws: Sprint Cars 2002,PS2,Sony,Racing,Ignition Entertainment,Unknown,,0.48,0.23,0.0,0.18,0.0,0.06,2002,2000
Jeopardy!,PS2,Sony,Misc,Atari,Unknown,,0.48,0.24,0.0,0.18,0.0,0.06,2003,2000
Secret Weapons Over Normandy,PS2,Sony,Simulation,LucasArts,Unknown,,0.48,0.24,0.0,0.18,0.0,0.06,2003,2000
Need for Speed: Porsche Unleashed,GBA,Nintendo,Racing,Zoo Digital Publishing,Unknown,,0.48,0.35,0.0,0.13,0.0,0.01,2004,2000
NFL Street 2,XB,Microsoft,Sports,Electronic Arts,Unknown,,0.48,0.36,0.0,0.11,0.0,0.02,2004,2000
Harvest Moon DS (US sales),DS,Nintendo,Simulation,Rising Star Games,Unknown,,0.48,0.41,0.0,0.07,0.0,0.0,2005,2000
Madagascar: Operation Penguin,GBA,Nintendo,Action,Activision,Unknown,,0.48,0.35,0.0,0.13,0.0,0.01,2005,2000
Tiger Woods PGA Tour 06,XB,Microsoft,Sports,Electronic Arts,Unknown,,0.48,0.35,0.0,0.11,0.0,0.02,2005,2000
Children of Mana,DS,Nintendo,Role-Playing,Nintendo,Unknown,,0.48,0.16,0.29,0.01,0.0,0.02,2006,2000
Destroy All Humans! 2,PS2,Sony,Action,THQ,Unknown,,0.48,0.4,0.0,0.02,0.0,0.07,2006,2000
FIFA World Cup Germany 2006,X360,Microsoft,Sports,Electronic Arts,Unknown,,0.48,0.19,0.01,0.27,0.0,0.0,2006,2000
Tiger Woods PGA Tour 07,X360,Microsoft,Sports,Electronic Arts,Unknown,,0.48,0.44,0.0,0.0,0.0,0.04,2006,2000
Scrabble 2007 Edition,DS,Nintendo,Puzzle,Ubisoft,Unknown,,0.48,0.0,0.0,0.48,0.0,0.0,2007,2000
Bratz: The Movie,PS2,Sony,Simulation,THQ,Unknown,,0.48,0.24,0.0,0.18,0.0,0.06,2007,2000
Shrek the Third,PS2,Sony,Action,Activision,Unknown,,0.48,0.4,0.0,0.02,0.0,0.07,2007,2000
Dynasty Warriors Gundam,PS3,Sony,Action,Tecmo Koei,Unknown,,0.48,0.14,0.31,0.01,0.0,0.02,2007,2000
Spider-Man 3,Wii,Nintendo,Platform,Activision,Unknown,,0.48,0.42,0.0,0.02,0.0,0.04,2007,2000
The Sims 2: Pets,Wii,Nintendo,Simulation,Electronic Arts,Unknown,,0.48,0.42,0.0,0.03,0.0,0.04,2007,2000
Scene It? Lights Camera Action,X360,Microsoft,Misc,Microsoft Game Studios,Unknown,,0.48,0.43,0.0,0.02,0.0,0.04,2007,2000
Go Diego Go! Great Dinosaur Rescue,DS,Nintendo,Action,Take-Two Interactive,Unknown,,0.48,0.44,0.0,0.01,0.0,0.03,2008,2000
NCAA Football 09,PS2,Sony,Sports,Electronic Arts,Unknown,,0.48,0.4,0.0,0.02,0.0,0.07,2008,2000
Emergency Heroes,Wii,Nintendo,Racing,Ubisoft,Unknown,,0.48,0.15,0.0,0.27,0.0,0.06,2008,2000
Ford Racing Off Road,Wii,Nintendo,Racing,Xplosiv,Unknown,,0.48,0.06,0.0,0.4,0.0,0.01,2008,2000
Pinball Hall of Fame: The Williams Collection,Wii,Nintendo,Misc,System 3 Arcade Software,Unknown,,0.48,0.42,0.0,0.03,0.0,0.04,2008,2000
SimCity Creator,Wii,Nintendo,Simulation,Electronic Arts,Unknown,,0.48,0.37,0.04,0.03,0.0,0.04,2008,2000
Tomb Raider: Underworld,Wii,Nintendo,Action,Eidos Interactive,Unknown,,0.48,0.14,0.0,0.28,0.0,0.06,2008,2000
Crash: Mind Over Mutant,X360,Microsoft,Platform,Vivendi Games,Unknown,,0.48,0.22,0.0,0.21,0.0,0.05,2008,2000
Dark Sector,X360,Microsoft,Shooter,D3Publisher,Unknown,,0.48,0.22,0.01,0.2,0.0,0.05,2008,2000
Viva Pinata: Trouble in Paradise,X360,Microsoft,Simulation,Microsoft Game Studios,Unknown,,0.48,0.16,0.01,0.25,0.0,0.05,2008,2000
You're in the Movies,X360,Microsoft,Misc,Microsoft Game Studios,Unknown,,0.48,0.27,0.0,0.17,0.0,0.05,2008,2000
Cars: Race-O-Rama,DS,Nintendo,Racing,THQ,Unknown,,0.48,0.35,0.0,0.09,0.0,0.04,2009,2000
Final Fantasy Crystal Chronicles: Echoes of Time,DS,Nintendo,Role-Playing,Square Enix,Unknown,,0.48,0.12,0.27,0.06,0.0,0.02,2009,2000
Up,PS2,Sony,Action,THQ,Unknown,,0.48,0.19,0.0,0.05,0.0,0.24,2009,2000
Rock Band Unplugged,PSP,Sony,Misc,MTV Games,Unknown,,0.48,0.24,0.0,0.15,0.0,0.1,2009,2000
Active Life: Extreme Challenge,Wii,Nintendo,Sports,Namco Bandai Games,Unknown,,0.48,0.15,0.0,0.27,0.0,0.06,2009,2000
Dead Space Extraction,Wii,Nintendo,Shooter,Electronic Arts,Unknown,,0.48,0.33,0.01,0.11,0.0,0.04,2009,2000
Silent Hill: Shattered Memories,Wii,Nintendo,Action,Konami Digital Entertainment,Unknown,,0.48,0.23,0.01,0.19,0.0,0.05,2009,2000
OkamiDen,DS,Nintendo,Adventure,Capcom,Unknown,,0.48,0.25,0.13,0.07,0.0,0.03,2010,2010
2010 FIFA World Cup South Africa,PSP,Sony,Sports,Electronic Arts,Unknown,,0.48,0.09,0.03,0.24,0.0,0.12,2010,2010
FlingSmash,Wii,Nintendo,Action,Nintendo,Unknown,,0.48,0.38,0.07,0.01,0.0,0.02,2010,2010
Need for Speed: Hot Pursuit,Wii,Nintendo,Racing,Electronic Arts,Unknown,,0.48,0.18,0.0,0.24,0.0,0.05,2010,2010
James Bond 007: Blood Stone,X360,Microsoft,Shooter,Activision,Unknown,,0.48,0.2,0.0,0.24,0.0,0.05,2010,2010
Nickelodeon Team Umizoomi,DS,Nintendo,Action,Take-Two Interactive,Unknown,,0.48,0.45,0.0,0.0,0.0,0.03,2011,2010
Two Worlds II,PS3,Sony,Role-Playing,Unknown,Unknown,,0.48,0.26,0.06,0.11,0.0,0.05,2011,2010
Metal Gear Solid HD Edition,PSV,Sony,Action,Konami Digital Entertainment,Unknown,,0.48,0.16,0.05,0.18,0.0,0.09,2012,2010
Sonic & All-Stars Racing Transformed,PSV,Sony,Racing,Sega,Unknown,,0.48,0.12,0.0,0.25,0.0,0.11,2012,2010
FIFA Soccer 13,WiiU,Nintendo,Action,Electronic Arts,Unknown,,0.48,0.18,0.0,0.26,0.0,0.04,2012,2010
Mario Golf: World Tour,3DS,Nintendo,Sports,Nintendo,Unknown,,0.48,0.15,0.17,0.14,0.0,0.03,2014,2010
Football Manager 2015,PC,PC,Simulation,Sega,Unknown,,0.48,0.0,0.0,0.43,0.0,0.05,2014,2010
World of Warcraft: Warlords of Draenor,PC,PC,Action,Activision Blizzard,Unknown,,0.48,0.08,0.0,0.36,0.0,0.04,2014,2010
Fable,X360,Microsoft,Role-Playing,Microsoft Game Studios,Unknown,,0.48,0.25,0.01,0.19,0.0,0.04,2014,2010
Skylanders: SuperChargers,WiiU,Nintendo,Action,Activision,Unknown,,0.48,0.25,0.0,0.18,0.0,0.04,2015,2010
Transformers: Revenge of the Fallen,Wii,Nintendo,Action,Activision,Krome Studios,,0.48,0.24,0.0,0.0,0.2,0.05,2009,2000
Disney Epic Mickey 2: The Power of Two,PS3,Sony,Platform,Disney Interactive Studios,Junction Point Studios,,0.48,0.21,0.0,0.0,0.19,0.08,2012,2010
Thief,XOne,Microsoft,Action,Square Enix,Eidos Montreal,,0.48,0.26,0.0,0.0,0.17,0.04,2014,2010
The Walking Dead: A Telltale Games Series,PS4,Sony,Adventure,Telltale Games,Telltale Games,,0.48,0.12,0.03,0.0,0.26,0.07,2014,2010
BioShock: The Collection,XOne,Microsoft,Shooter,2K Games,"Blind Squirrel Digital, Inc",,0.48,0.35,0.0,0.0,0.08,0.05,2016,2010
Steep,XOne,Microsoft,Sports,Ubisoft,Ubisoft Annecy,,0.48,0.24,0.0,0.0,0.2,0.04,2016,2010
Farpoint,PS4,Sony,Shooter,Sony Interactive Entertainment,Impulse Gear,,0.48,0.0,0.04,0.0,0.38,0.06,2017,2010
Friday the 13th: The Game,PS4,Sony,Action,Gun Media,IllFonic,,0.48,0.29,0.03,0.0,0.09,0.08,2017,2010
A Way Out,PS4,Sony,Action,Electronic Arts,Hazelight,7.5,0.48,0.23,0.0,0.0,0.16,0.08,2018,2010
WWE 2K19,XOne,Microsoft,Fighting,2K Sports,Visual Concepts,,0.48,0.3,0.0,0.0,0.14,0.04,2018,2010
Commando,2600,Atari,Action,Activision,Unknown,,0.47,0.44,0.0,0.02,0.0,0.0,1987,1980
Double Dragon,2600,Atari,Action,Activision,Unknown,,0.47,0.45,0.0,0.02,0.0,0.01,1989,1980
WipEout,PS,Sony,Action,Psygnosis,Unknown,,0.47,0.26,0.0,0.18,0.0,0.03,1995,1990
Super Momotarou Dentetsu DX,SNES,Nintendo,Misc,Hudson Soft,Unknown,,0.47,0.0,0.47,0.0,0.0,0.0,1995,1990
Super Puyo Puyo 2,SNES,Nintendo,Puzzle,Compile,Unknown,,0.47,0.0,0.47,0.0,0.0,0.0,1995,1990
Alien Trilogy,PS,Sony,Shooter,Acclaim Entertainment,Unknown,,0.47,0.24,0.04,0.16,0.0,0.03,1996,1990
NHL 97,PS,Sony,Sports,Electronic Arts,Unknown,,0.47,0.26,0.0,0.18,0.0,0.03,1996,1990
Automobili Lamborghini,N64,Nintendo,Racing,Titus,Unknown,,0.47,0.28,0.0,0.17,0.0,0.01,1997,1990
Doom 64,N64,Nintendo,Shooter,Midway Games,Unknown,,0.47,0.38,0.0,0.08,0.0,0.01,1997,1990
Bomberman Hero,N64,Nintendo,Platform,Nintendo,Unknown,,0.47,0.27,0.08,0.06,0.0,0.05,1998,1990
NBA Live 99,N64,Nintendo,Sports,Electronic Arts,Unknown,,0.47,0.45,0.0,0.02,0.0,0.0,1998,1990
